rel,way,tags,region
3395504,253243339,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Borsbeke', 'type': 'boundary', 'wikidata': 'Q2407983', 'wikipedia': 'nl:Borsbeke'}",Borsbeke
3395504,253243342,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Borsbeke', 'type': 'boundary', 'wikidata': 'Q2407983', 'wikipedia': 'nl:Borsbeke'}",Borsbeke
3395505,253243336,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Herzele', 'name:ru': 'Херзеле', 'type': 'boundary'}",Herzele
3395505,253243346,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Herzele', 'name:ru': 'Херзеле', 'type': 'boundary'}",Herzele
3395505,253243345,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Herzele', 'name:ru': 'Херзеле', 'type': 'boundary'}",Herzele
3395505,253243348,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Herzele', 'name:ru': 'Херзеле', 'type': 'boundary'}",Herzele
3395505,253250043,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Herzele', 'name:ru': 'Херзеле', 'type': 'boundary'}",Herzele
3395505,253243338,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Herzele', 'name:ru': 'Херзеле', 'type': 'boundary'}",Herzele
3395505,253243353,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Herzele', 'name:ru': 'Херзеле', 'type': 'boundary'}",Herzele
3395506,81211495,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Hillegem', 'type': 'boundary', 'wikidata': 'Q2937939', 'wikipedia': 'nl:Hillegem'}",Hillegem
3395506,383268102,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Hillegem', 'type': 'boundary', 'wikidata': 'Q2937939', 'wikipedia': 'nl:Hillegem'}",Hillegem
3395506,80378689,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Hillegem', 'type': 'boundary', 'wikidata': 'Q2937939', 'wikipedia': 'nl:Hillegem'}",Hillegem
3395506,253250071,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Hillegem', 'type': 'boundary', 'wikidata': 'Q2937939', 'wikipedia': 'nl:Hillegem'}",Hillegem
3395506,253243348,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Hillegem', 'type': 'boundary', 'wikidata': 'Q2937939', 'wikipedia': 'nl:Hillegem'}",Hillegem
3395506,253243342,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Hillegem', 'type': 'boundary', 'wikidata': 'Q2937939', 'wikipedia': 'nl:Hillegem'}",Hillegem
3395507,253243344,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Ressegem', 'type': 'boundary', 'wikidata': 'Q1931440', 'wikipedia': 'nl:Ressegem'}",Ressegem
3395507,253243346,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Ressegem', 'type': 'boundary', 'wikidata': 'Q1931440', 'wikipedia': 'nl:Ressegem'}",Ressegem
3395507,253243335,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Ressegem', 'type': 'boundary', 'wikidata': 'Q1931440', 'wikipedia': 'nl:Ressegem'}",Ressegem
3395507,253243352,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Ressegem', 'type': 'boundary', 'wikidata': 'Q1931440', 'wikipedia': 'nl:Ressegem'}",Ressegem
3395507,550450609,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Ressegem', 'type': 'boundary', 'wikidata': 'Q1931440', 'wikipedia': 'nl:Ressegem'}",Ressegem
3395545,253250050,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Elene', 'type': 'boundary', 'wikidata': 'Q2803757', 'wikipedia': 'nl:Elene (plaats)'}",Elene
3395545,253250052,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Elene', 'type': 'boundary', 'wikidata': 'Q2803757', 'wikipedia': 'nl:Elene (plaats)'}",Elene
3395545,253250076,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Elene', 'type': 'boundary', 'wikidata': 'Q2803757', 'wikipedia': 'nl:Elene (plaats)'}",Elene
3395545,253250067,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Elene', 'type': 'boundary', 'wikidata': 'Q2803757', 'wikipedia': 'nl:Elene (plaats)'}",Elene
3395545,253250075,"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Elene', 'type': 'boundary', 'wikidata': 'Q2803757', 'wikipedia': 'nl:Elene (plaats)'}",Elene
